,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,NP_concentration (μg/ml),ZOI,reference,time (hr),Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,Strain,Coating,Solvent for extract,Precursor of NP,"Temperature for extract, C","Duration preparing extract, min",Concentration of precursor (mM),DONE?,,COUNT of DONE,
203,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,37.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,20,1440,1,done,,,
204,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,28.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,20,1440,1,done,,,
205,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,23.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,20,1440,1,done,,,
206,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,30.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,20,1440,1,done,,,
207,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,40.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,20,1440,1,done,,,
208,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,27.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,20,1440,1,done,,,
209,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,30.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,20,1440,1,done,,,
210,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,35.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,20,1440,1,done,,,
211,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,32.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,20,1440,1,done,,,
212,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,20.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,20,1440,1,done,,,
213,green synthesis using pimpinella anisum,25.5,spherical,ZOI,Escherichia coli,1024.0,40.0,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 25922,0,water (distilled),AgNO3,20,1440,1,done,,,
214,green synthesis using flos sophorae,32.5,spherical,ZOI,Escherichia coli,4.0,16.28,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water,AgNO3,100,60,4,done,,,
215,green synthesis using flos sophorae,32.5,spherical,ZOI,Staphylococcus aureus,4.0,16.28,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water,AgNO3,100,60,4,done,,,
216,green synthesis using flos sophorae,32.5,spherical,ZOI,Pseudomonas aeruginosa,4.0,14.42,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water,AgNO3,100,60,4,done,,,
217,green synthesis using flos sophorae,32.5,spherical,ZOI,Escherichia coli,8.0,15.56,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water,AgNO3,100,60,4,done,,,
218,green synthesis using flos sophorae,32.5,spherical,ZOI,Staphylococcus aureus,8.0,13.82,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water,AgNO3,100,60,4,done,,,
219,green synthesis using flos sophorae,32.5,spherical,ZOI,Pseudomonas aeruginosa,8.0,12.98,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water,AgNO3,100,60,4,done,,,
220,green synthesis using flos sophorae,32.5,spherical,ZOI,Escherichia coli,12.0,15.42,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water,AgNO3,100,60,4,done,,,
221,green synthesis using flos sophorae,32.5,spherical,ZOI,Staphylococcus aureus,12.0,13.44,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water,AgNO3,100,60,4,done,,,
222,green synthesis using flos sophorae,32.5,spherical,ZOI,Pseudomonas aeruginosa,12.0,13.06,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water,AgNO3,100,60,4,done,,,
223,green synthesis using flos sophorae,32.5,spherical,ZOI,Escherichia coli,16.0,14.06,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water,AgNO3,100,60,4,done,,,
224,green synthesis using flos sophorae,32.5,spherical,ZOI,Staphylococcus aureus,16.0,12.28,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water,AgNO3,100,60,4,done,,,
225,green synthesis using flos sophorae,32.5,spherical,ZOI,Pseudomonas aeruginosa,16.0,12.76,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub,12.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water,AgNO3,100,60,4,done,,,
58,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,1000.0,13.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
59,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,500.0,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
60,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,300.0,11.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
61,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,100.0,10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
62,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,50.0,8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
63,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,30.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
64,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,20.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
65,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,10.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
66,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,1000.0,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30.0,2.0,water,,0,water (distilled),AgNO3,100,5,1,done,,,
67,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,500.0,10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30.0,2.0,water,,0,water (distilled),AgNO3,100,5,1,done,,,
68,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,300.0,8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30.0,2.0,water,,0,water (distilled),AgNO3,100,5,1,done,,,
69,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,100.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30.0,2.0,water,,0,water (distilled),AgNO3,100,5,1,done,,,
70,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,50.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30.0,2.0,water,,0,water (distilled),AgNO3,100,5,1,done,,,
71,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,30.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30.0,2.0,water,,0,water (distilled),AgNO3,100,5,1,done,,,
72,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,20.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30.0,2.0,water,,0,water (distilled),AgNO3,100,5,1,done,,,
73,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,10.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30.0,2.0,water,,0,water (distilled),AgNO3,100,5,1,done,,,
74,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,1000.0,18.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
75,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,500.0,15.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
76,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,300.0,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
77,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,100.0,13.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
78,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,50.0,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
79,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,30.0,10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
80,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,20.0,9.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
81,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,10.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,5,1,done,,,
82,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,1000.0,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37.0,2.0,respiratory tract,,0,water (distilled),AgNO3,100,5,1,done,,,
83,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,500.0,11.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37.0,2.0,respiratory tract,,0,water (distilled),AgNO3,100,5,1,done,,,
84,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,300.0,9.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37.0,2.0,respiratory tract,,0,water (distilled),AgNO3,100,5,1,done,,,
85,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,100.0,8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37.0,2.0,respiratory tract,,0,water (distilled),AgNO3,100,5,1,done,,,
86,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,50.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37.0,2.0,respiratory tract,,0,water (distilled),AgNO3,100,5,1,done,,,
87,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,30.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37.0,2.0,respiratory tract,,0,water (distilled),AgNO3,100,5,1,done,,,
88,green_synthesis using Dioscorea bulbifera tuber extract,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,20.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37.0,2.0,respiratory tract,,0,water (distilled),AgNO3,100,5,1,done,,,
